"name","class","spec","realm","region","guild","faction","zone","encounter","duration","percentile","dps","ilvl","encounter_id","character_id","date","zone_id","report_id","report_fight_id","guild_id"
Chiquitto,Warrior,Fury,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Anub'arak,311.137,63.486897,9157.381,246,645,76294351,2023-09-30 00:55:20.036,1018,"9KnwzgGWbrJ6VxXP",8,680362
Kalanguim,Warlock,Demonology,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,The Northrend Beasts,421.5,72.65205,8614.766,242,629,69479220,2023-09-10 23:08:36.963,1018,F3G9HtZ1amp7cV2b,2,680362
Kalanguim,Warlock,Affliction,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,The Northrend Beasts,438.96,50.005013,8474.245,241,629,69479220,2023-08-29 01:43:57.290,1018,jRwnrQXmVZqvYKCJ,2,680362
Kalanguim,Warlock,Demonology,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Lord Jaraxxus,210.44,66.365005,9950.522,237,633,69479220,2023-07-24 21:35:54.812,1018,LaZ2JtHDbnrz3xwQ,3,680362
Kalanguim,Warlock,Affliction,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Lord Jaraxxus,198.126,49.20616,9625.759,242,633,69479220,2023-09-17 18:25:51.691,1018,ZFjfG12BW7LmV8JA,3,680362
Atchuca,DeathKnight,Frost,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Lord Jaraxxus,215.03,29.592594,7985.6064,236,633,73869562,2023-07-04 00:51:40.625,1018,dqD2KVr3hjBYNzmR,9,706578
Atchuca,DeathKnight,Unholy,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Twin Val'kyr,160.802,58.812614,14471.22,243,641,73869562,2023-09-12 00:21:41.687,1018,fd3DMpZAFkxrn2g8,6,706578
Plantpwn,Druid,Feral,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Anub'arak,300.077,44.257687,8725.417,248,645,75452247,2023-09-05 01:05:11.248,1018,Hw9KtmLqT6apYkNM,10,706578
Atchuca,DeathKnight,Unholy,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Anub'arak,315.908,31.223997,8829.536,242,645,73869562,2023-08-15 01:22:59.744,1018,TxFn6MDHqzp2NKZ8,12,706578
Prëtø,Druid,Balance,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,The Northrend Beasts,315.022,89.542564,9623.971,250,629,75776529,2023-09-07 01:42:45.824,1018,hDQ6n8WYzVkPxAvm,2,706578
Valadinhas,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,140.383,88.36687,11134.055,247,633,75596668,2023-09-20 16:54:19.469,1018,FgrtVP386QYhxXJL,3,676493
Darkivh,Paladin,Retribution,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,144.629,67.42002,10223.503,251,633,75597247,2023-09-29 01:15:29.187,1018,MfD84h3QNtgWLZXF,3,671740
Darkivh,Paladin,Retribution,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,159.43,59.63057,14301.116,249,641,75597247,2023-09-15 03:10:10.030,1018,xH2dk4VXjKDLvPAJ,43,671740
Darkivh,Paladin,Retribution,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,295.929,36.16624,8102.724,251,645,75597247,2023-09-29 01:46:53.434,1018,MfD84h3QNtgWLZXF,11,671740
Dölarys,Warrior,Fury,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,298.721,61.8465,8180.8438,249,629,70914586,2023-09-20 23:56:19.909,1018,mg4Hq1ZczRv9AVbT,2,671740
Dölarys,Warrior,Fury,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,150.657,69.38163,11514.241,247,633,70914586,2023-08-23 23:07:56.409,1018,FB6XCJMkb7gYKd3f,3,671740
Dölarys,Warrior,Fury,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,152.814,63.3936,14739.199,249,641,70914586,2023-09-06 23:48:33.492,1018,taCVYDjdmchLPT8H,12,671740
Dölarys,Warrior,Fury,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,272.76,89.03096,9835.874,249,645,70914586,2023-09-14 14:53:07.664,1018,tCMjD24TYdzaXBAf,13,671740
Remetror,Warlock,Demonology,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,460.389,5.3874044,5240.034,236,629,53027879,2023-07-07 00:24:35.585,1018,chBaFGkRZDypmxWz,4,671740
Steffr,Rogue,Assassination,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,313.183,90.213455,10043.841,252,629,68513399,2023-10-06 02:50:00.064,1018,pW3NcvdRBQr14KzX,35,671740
Steffr,Rogue,Assassination,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,147.958,85.45165,10827.593,252,633,68513399,2023-09-22 01:14:34.389,1018,c8J2TjGbg7tdQMyP,3,671740
Remetror,Warlock,Demonology,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,211.168,0.63511205,3141.7449,239,641,53027879,2023-07-07 01:21:16.773,1018,chBaFGkRZDypmxWz,11,671740
Steffr,Rogue,Assassination,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,162.134,95.75229,18834.371,252,641,68513399,2023-09-22 01:27:37.758,1018,c8J2TjGbg7tdQMyP,6,671740
Steffr,Rogue,Assassination,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,288.098,83.75993,8576.936,250,645,68513399,2023-09-01 01:51:34.499,1018,kw8BXxLzWNAVyTZj,8,671740
Remetror,Warlock,Demonology,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,248.588,19.797949,7679.731,236,633,53027879,2023-07-07 00:36:28.562,1018,chBaFGkRZDypmxWz,5,671740
Jonnobody,DeathKnight,Unholy,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,347.119,39.65853,7598.794,241,629,74362815,2023-08-04 22:43:21.069,1018,MVkz2GYa9qLp4fKT,8,671740
Nicodêmos,Warlock,Demonology,faerlina,us,CORE B,horde,Trial of the Crusader,Anub'arak,297.836,28.036215,7740.0347,245,645,68139801,2023-10-05 02:51:39.401,1018,WJwN68BVTHg23rQm,19,708067
Paulinha,Priest,Shadow,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Lord Jaraxxus,208.961,25.971329,7137.447,238,633,75092962,2023-09-17 23:59:17.592,1018,yCLRbNQfH8X1ktZK,3,680362
Befhast,Warlock,Affliction,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,The Northrend Beasts,496.377,17.364279,6642.2827,235,629,76505119,2023-09-06 21:52:52.160,1018,QbkaCBxz7ZwNYMT1,4,706578
Prëtø,Druid,Feral,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Lord Jaraxxus,131.601,84.09734,11560.68,246,633,75776529,2023-09-28 23:54:35.069,1018,gbDxGRLPhfp6BC48,3,706578
Prëtø,Druid,Balance,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Lord Jaraxxus,142.325,79.91975,10791.28,246,633,75776529,2023-07-20 01:14:42.707,1018,VpfX6Ma3AHqZjwgG,16,706578
Valadinhas,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Twin Val'kyr,145.717,95.98656,16379.372,244,641,75596668,2023-08-09 18:29:41.142,1018,y4VCHAbmQKrnP1cM,6,676493
Valadinhas,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Anub'arak,333.213,90.782455,9542.062,244,645,75596668,2023-08-17 01:45:32.931,1018,a7fLmb4P6vDAcMyj,33,676493
Lìzot,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,The Northrend Beasts,281.966,96.68972,10178.684,249,629,68639615,2023-10-05 18:13:20.385,1018,KPGJAdWfzpBjTm8y,10,676493
Arhatdk,DeathKnight,Blood (DPS),faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,488.562,85.22645,5595.5825,229,629,74640225,2023-08-02 23:24:31.178,1018,XzW9qtvHmZb6ML71,6,671740
Arhatdk,DeathKnight,Blood (DPS),faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,198.981,83.23427,11439.881,237,641,74640225,2023-08-16 18:58:58.641,1018,xW1T4LbcCqzvNgDG,3,671740
Damash,Shaman,Elemental,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,349.432,89.493904,9734.5205,243,629,74343375,2023-08-30 23:04:05.232,1018,G8gfpajQ4qwJ3Vcx,2,671740
Damash,Shaman,Elemental,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,139.726,85.05296,11350.207,243,633,74343375,2023-09-20 23:11:07.632,1018,Xb3Pm7AhZ8Jpfxr2,3,671740
Damash,Shaman,Elemental,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,148.237,92.55239,16273.684,243,641,74343375,2023-10-04 23:31:07.100,1018,"3RWPt2VFxmXNrKyj",6,671740
Damash,Shaman,Elemental,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,322.565,77.72618,8844.797,243,645,74343375,2023-09-06 23:53:50.956,1018,ytXh2xTH6JCRvBqQ,16,671740
Dionax,Hunter,Survival,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,352.399,73.97674,9267.151,248,629,74996909,2023-09-26 00:15:38.031,1018,K3trcWdqp4zjfMnJ,2,671740
Dionax,Hunter,Survival,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,161.124,94.08379,12833.817,248,633,74996909,2023-09-26 00:25:16.287,1018,K3trcWdqp4zjfMnJ,3,671740
Dionax,Hunter,Survival,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,176.067,87.15559,12703.437,248,641,74996909,2023-10-03 00:45:39.826,1018,Y2349MqVKLRyH8PD,6,671740
Dionax,Hunter,Survival,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Anub'arak,304.713,75.76583,9314.069,248,645,74996909,2023-09-26 01:10:27.442,1018,K3trcWdqp4zjfMnJ,8,671740
Arhatdk,DeathKnight,Blood (DPS),faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,323.001,70.82841,7249.538,229,633,74640225,2023-08-02 23:36:17.458,1018,XzW9qtvHmZb6ML71,7,671740
Zhel,Priest,Shadow,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Twin Val'kyr,223.353,28.979628,8504.313,240,641,74231883,2023-08-13 00:34:22.303,1018,CKGzWmgMYk1cBn47,17,671740
Zhel,Priest,Shadow,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,490.448,51.319275,7940.501,243,629,74231883,2023-09-28 00:57:15.308,1018,jQmnK1fv7aRZpH3g,2,671740
Zéuh,DeathKnight,Frost,faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,375.332,59.851315,7800.5747,243,629,74996906,2023-09-18 00:14:34.815,1018,CH23jm6kJX7NhVFw,2,671740
Zéuh,DeathKnight,Blood (DPS),faerlina,us,Return of the Empire,horde,Trial of the Crusader,The Northrend Beasts,405.561,45.922245,1998.2374,245,629,74996906,2023-09-04 01:20:50.022,1018,DT4thf2rCZvdwp3M,2,671740
Zéuh,DeathKnight,Frost,faerlina,us,Return of the Empire,horde,Trial of the Crusader,Lord Jaraxxus,186.762,65.23127,9809.753,244,633,74996906,2023-10-08 01:45:28.376,1018,z9QmyVtLqBdhw68P,7,671740
Ravenåh,Rogue,Assassination,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Anub'arak,307.07,19.976103,6735.7734,243,645,76128281,2023-08-12 18:09:07.069,1018,"3hP8TBmdgWM9z1fY",17,680362
Bødevelhø,Warrior,Fury,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,374.672,47.848347,7383.312,241,629,69137770,2023-07-25 23:46:28.030,1018,"2AdwFZQC9P7TvG1D",12,705358
Syfilus,Shaman,Enhancement,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,The Northrend Beasts,322.414,71.243355,8658.057,248,629,64252329,2023-09-12 01:06:07.414,1018,KYFp3HCzL2VNmDW8,2,680362
Lìzot,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Lord Jaraxxus,143.183,98.01565,12236.551,249,633,68639615,2023-10-05 18:19:42.759,1018,KPGJAdWfzpBjTm8y,11,676493
Lìzot,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Twin Val'kyr,143.852,98.751915,17175.014,247,641,68639615,2023-09-28 17:04:20.022,1018,CGvNJg46YX9RQ7DK,8,676493
Flagelado,DeathKnight,Frost,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,374.672,69.06485,8268.275,240,629,72838708,2023-07-25 23:46:28.030,1018,"2AdwFZQC9P7TvG1D",12,705358
Flagelado,DeathKnight,Blood (DPS),benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,440.36,20.915524,1494.6049,240,629,72838708,2023-09-27 23:43:52.163,1018,mABTfc9QrqJ3RtbX,22,705358
Flagelado,DeathKnight,Frost,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,225.996,51.84102,9134.365,244,633,72838708,2023-08-29 23:58:06.924,1018,PNQMVfY9G82BCDcb,5,705358
Flagelado,DeathKnight,Frost,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,60.680706,13285.404,244,641,72838708,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Hakunax,Shaman,Enhancement,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,223.966,38.899475,9433.45,246,633,68425495,2023-09-06 00:31:37.881,1018,Q24vPjrBMftWwpZh,3,705358
Hakunax,Shaman,Enhancement,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,411.221,47.16811,7534.035,247,629,68425495,2023-09-13 01:00:28.934,1018,wZ36kK9aTYhANVrb,10,705358
Hakunax,Shaman,Enhancement,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,40.50341,13024.334,245,641,68425495,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Høffmann,DeathKnight,Frost,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,383.168,46.759842,7180.2925,243,629,69471197,2023-09-21 23:56:41.708,1018,gdxAXTWf7kwqyZPF,2,705358
Høffmann,DeathKnight,Unholy,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,398.95,26.754139,6788.0337,241,629,69471197,2023-08-02 00:01:24.038,1018,KNw7p19LBh2TxQJm,2,705358
Hakunax,Shaman,Elemental,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,253.796,15.763465,6818.6025,233,633,68425495,2023-07-05 00:49:34.951,1018,FaXRk9GNYx2P4Zhr,10,705358
Høffmann,DeathKnight,Unholy,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,244.31,36.288334,9937.743,243,633,69471197,2023-08-22 23:48:08.522,1018,LDYQpRvdg1Xj4TxW,3,705358
Louisyxd,Druid,Balance,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,223.966,38.80655,8597.395,241,633,72839314,2023-09-06 00:31:37.881,1018,Q24vPjrBMftWwpZh,3,705358
Louisyxd,Druid,Balance,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,40.937683,12190.544,241,641,72839314,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Hakunax,Shaman,Enhancement,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Anub'arak,305.998,3.4464107,6242.7075,237,645,68425495,2023-06-29 01:36:55.992,1018,g8wdrBbKfLYN2aTJ,15,705358
Louisyxd,Druid,Balance,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,374.672,32.83917,6918.2773,236,629,72839314,2023-07-25 23:46:28.030,1018,"2AdwFZQC9P7TvG1D",12,705358
Celestini,Priest,Shadow,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Twin Val'kyr,155.38,84.55657,12783.125,240,641,76495777,2023-08-24 01:45:51.935,1018,bfFY431JpTZnXA8L,44,706578
Høffmann,DeathKnight,Frost,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,198.019,47.405937,8913.377,243,633,69471197,2023-09-28 23:46:19.940,1018,nrq97BXZ6WfhytC4,5,705358
Lìzot,DeathKnight,Frost,benediction,us,PAF,alliance,Trial of the Crusader,Anub'arak,269.709,95.65119,9828.508,249,645,68639615,2023-10-05 18:39:09.622,1018,qgxdZbArwkmFhWJy,5,676493
Gatoajato,Druid,Feral,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,193.582,36.754093,8975.989,238,633,76605179,2023-09-26 00:22:24.474,1018,DgK6Q2ZNXnCwvVk4,4,702370
Thekiing,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,The Northrend Beasts,308.391,79.58684,9126.383,245,629,43426835,2023-08-01 23:53:49.452,1018,k9wN64WMdgBAQCFj,2,702370
Thekiing,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Lord Jaraxxus,174.071,73.15824,11758.874,245,633,43426835,2023-08-21 20:20:17.162,1018,YgJQcrRwACL98pm3,6,702370
Aarobed,DeathKnight,Unholy,faerlina,us,Gratz,horde,Trial of the Crusader,The Northrend Beasts,307.697,34.748577,7302.1465,234,629,71247641,2023-09-19 22:11:42.450,1018,JqHkfrdLCmRDZptW,3,632029
Thekiing,Warrior,Fury,faerlina,us,DAMNATlON,horde,Trial of the Crusader,Twin Val'kyr,149.678,70.1642,15180.053,245,641,43426835,2023-10-02 00:27:53.821,1018,mLfJ1aqQrgchFY2k,7,702370
Novoborn,Shaman,Elemental,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,217.935,11.787276,9097.103,243,641,69890107,2023-08-09 00:14:46.760,1018,"3f1T2H6hPyJvCZjm",10,705358
Omnisayko,Warlock,Affliction,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,488.423,51.650097,8552.028,241,629,73603418,2023-09-07 00:04:02.681,1018,VdZQ9cBr7jYXvATN,4,705358
Omnisayko,Warlock,Affliction,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,204.292,43.248863,9270.701,241,633,73603418,2023-09-13 23:54:23.527,1018,hDnByYP16aVjKZRp,3,705358
Omnisayko,Warlock,Affliction,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,202.031,50.09632,13341.428,241,641,73603418,2023-09-07 01:04:08.819,1018,Z14TFGMXqc6D9PwY,11,705358
Onikuma,Druid,Feral,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,345.988,15.75703,6186.6514,244,629,63846271,2023-09-12 01:06:30.773,1018,H9L1M8FYfba7ztrd,2,705358
Onikuma,Druid,Feral,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,166.787,10.269579,5957.047,244,633,63846271,2023-09-12 01:16:38.285,1018,H9L1M8FYfba7ztrd,3,705358
Patø,Mage,Fire,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,413.199,6.158258,5359.775,236,629,76064405,2023-08-22 23:30:45.220,1018,LDYQpRvdg1Xj4TxW,2,705358
Pauloam,Paladin,Retribution,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,419.822,20.738043,5806.053,234,629,68241055,2023-08-29 23:47:17.202,1018,PNQMVfY9G82BCDcb,4,705358
Pauloam,Paladin,Retribution,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,223.966,39.41166,8686.568,238,633,68241055,2023-09-06 00:31:37.881,1018,Q24vPjrBMftWwpZh,3,705358
Pauloam,Paladin,Retribution,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,210.691,28.111036,11638.58,238,641,68241055,2023-09-06 01:04:13.935,1018,Q24vPjrBMftWwpZh,7,705358
Peduhunter,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,446.251,38.64488,7529.0317,242,629,68674921,2023-08-14 02:25:14.470,1018,qwDzHLj6C4AXFnQM,2,705358
Peduhunter,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,225.996,43.097378,9402.007,244,633,68674921,2023-08-29 23:58:06.924,1018,PNQMVfY9G82BCDcb,5,705358
Peduhunter,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,211.706,39.044914,9215.885,245,641,68674921,2023-09-28 01:00:20.110,1018,tRWvpZjVbY1K6PkT,10,705358
Roginhoo,Rogue,Combat,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,413.199,15.242122,5963.2886,236,629,76445826,2023-08-22 23:30:45.220,1018,LDYQpRvdg1Xj4TxW,2,705358
Roginhoo,Rogue,Combat,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,201.859,17.314184,7835.1177,238,633,76445826,2023-10-04 23:55:11.922,1018,hTVjKZGt4mHFWcRJ,5,705358
Roginhoo,Rogue,Assassination,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,225.996,20.770449,7380.985,238,633,76445826,2023-08-29 23:58:06.924,1018,PNQMVfY9G82BCDcb,5,705358
Khandalftr,Mage,Fire,faerlina,us,U P D A T I N G,horde,Trial of the Crusader,Twin Val'kyr,175.263,23.581442,11180.654,234,641,48654449,2023-08-02 01:24:40.028,1018,f4AFtgPTx3LHRhjn,6,680362
Roøh,Rogue,Assassination,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,39.755432,12643.752,242,641,74511983,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Scarpus,Mage,Arcane,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,421.029,72.678825,8011.433,245,629,75553838,2023-09-06 15:57:45.139,1018,wMXngvVa69LA3B1H,12,705358
Roøh,Rogue,Assassination,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,244.31,52.367737,9010.761,241,633,74511983,2023-08-22 23:48:08.522,1018,LDYQpRvdg1Xj4TxW,3,705358
Scarpus,Mage,Arcane,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,201.859,67.9107,10142.857,247,633,75553838,2023-10-04 23:55:11.922,1018,hTVjKZGt4mHFWcRJ,5,705358
Scarpus,Mage,Arcane,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,74.64839,12048.579,245,641,75553838,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Shakalakabum,Mage,Fire,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,430.336,30.219633,7501.402,246,629,75741230,2023-09-27 23:29:09.794,1018,tRWvpZjVbY1K6PkT,2,705358
Shakalakabum,Mage,Fire,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,207.441,34.99039,10671.95,238,633,75741230,2023-08-02 00:10:12.606,1018,KNw7p19LBh2TxQJm,3,705358
Shakalakabum,Mage,Fire,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,198.106,32.673817,12168.597,238,641,75741230,2023-07-26 00:28:34.790,1018,"2AdwFZQC9P7TvG1D",16,705358
Sthän,Priest,Shadow,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,398.95,62.431225,8443.979,241,629,69731720,2023-08-02 00:01:24.038,1018,KNw7p19LBh2TxQJm,2,705358
Sthän,Priest,Shadow,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,198.106,23.083204,7912.7285,240,641,69731720,2023-07-26 00:28:34.790,1018,"2AdwFZQC9P7TvG1D",16,705358
Triverr,Hunter,Marksmanship,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,386.878,45.18777,6967.361,243,629,75358348,2023-08-15 23:39:44.143,1018,BG7XJxbDCaYkN1tR,2,705358
Triverr,Hunter,Marksmanship,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,187.141,70.8704,9485.602,247,633,75358348,2023-10-06 00:24:01.487,1018,JCq6Fwx24tn3Vh8p,5,705358
Triverr,Hunter,Marksmanship,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,209.021,49.178272,8990.646,243,641,75358348,2023-08-16 00:32:16.042,1018,BG7XJxbDCaYkN1tR,7,705358
Yosuky,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,374.672,41.08805,7656.5674,241,629,67804372,2023-07-25 23:46:28.030,1018,"2AdwFZQC9P7TvG1D",12,705358
Padreko,Priest,Shadow,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,273.672,30.745914,7424.256,241,633,68885576,2023-08-24 03:41:26.535,1018,bMAmnR2va8FDJQrd,1,705358
Yosuky,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,244.31,58.73983,10414.739,243,633,67804372,2023-08-22 23:48:08.522,1018,LDYQpRvdg1Xj4TxW,3,705358
Yosuky,Hunter,Survival,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,211.706,26.575693,8252.5625,243,641,67804372,2023-09-28 01:00:20.110,1018,tRWvpZjVbY1K6PkT,10,705358
Rheuz,Warlock,Affliction,faerlina,us,Long Live RocknRoll,horde,Trial of the Crusader,Lord Jaraxxus,128.809,99.35945,13673.151,254,633,75760429,2023-10-04 01:01:01.246,1018,MvkXtjwnLb8zpHYD,3,706578
Mustarda,DeathKnight,Unholy,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,191.462,41.410343,13240.429,240,641,75861065,2023-08-30 00:35:43.827,1018,PfcTkdvB1GMm9Yzq,9,705358
Zetti,Paladin,Retribution,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,208.634,22.67741,7567.9995,232,633,60338122,2023-08-15 23:57:18.570,1018,BG7XJxbDCaYkN1tR,3,705358
Awwsome,Rogue,Combat,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Lord Jaraxxus,208.634,25.065107,8542.721,239,633,74867935,2023-08-15 23:57:18.570,1018,BG7XJxbDCaYkN1tR,3,705358
Awwsome,Rogue,Combat,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,386.878,25.33963,6800.7646,239,629,74867935,2023-08-15 23:39:44.143,1018,BG7XJxbDCaYkN1tR,2,705358
Awwsome,Rogue,Combat,benediction,us,Wipe Insano,alliance,Trial of the Crusader,Twin Val'kyr,244.173,12.305883,11281.325,238,641,74867935,2023-07-30 04:20:01.287,1018,xfpCqHQnYB48gh27,13,705358
Ellanica,Druid,Balance,benediction,us,Wipe Insano,alliance,Trial of the Crusader,The Northrend Beasts,384.448,62.037174,8234.345,245,629,75516995,2023-09-26 00:36:58.676,1018,NBRMYCjq6KzLhHrT,2,705358
